sku,barcode,slug,title,description,category,categories,originalPrice,price,discount,stock,status,isCombination,image,tag,variants,show,commission
SHFS460043,,men-s-full-sleeve-shirt-in-white-with-a-mix-of-light-blue-and-grey-vertical-stripes,Men's Full-Sleeve Shirt in White with a Mix of Light Blue and Grey Vertical Stripes,"The pristine white base is beautifully accentuated by meticulously spaced light blue and grey vertical stripes, creating a sophisticated yet versatile aesthetic. This shirt effortlessly transitions from professional to casual, making it ideal for both office environments and laid-back outings. Pair it with tailored trousers for a sharp, business-ready look, or with denim for a relaxed, refined style that exudes effortless charm.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746615160/product/M%2845%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460043"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746615160/product/M%2845%29.png""}",,
SHFS460041,,men-s-full-sleeve-shirt-with-white-base-and-red-blue-and-light-blue-vertical-stripes,"Men's Full Sleeve Shirt with White Base and Red, Blue, and Light Blue Vertical Stripes","This men's full-sleeve shirt features a crisp white base, elegantly complemented by vertical stripes in vibrant shades of red, blue, and light blue. The bold striped pattern adds a touch of dynamic color while maintaining a sophisticated and modern look. With its tailored fit and full sleeves, this shirt strikes a perfect balance between casual and refined, making it suitable for both everyday wear and more polished occasions.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746612715/product/M%2843%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460041"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746612715/product/M%2843%29.png""}",,
SHFS460040,,men-s-full-sleeve-shirt-white-with-micro-striped-detailing,Men's Full Sleeve Shirt – White with Micro-Striped Detailing,"The shirt features a pristine white base that serves as a clean and timeless canvas, highlighted by ultra-fine black vertical stripes. These stripes, subtle yet striking, add depth and dimension to the design, creating a refined, textured effect that elevates the overall aesthetic. The careful arrangement of the stripes enhances the shirt's sophistication, making it a versatile choice for both formal and semi-formal occasions. ",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746612219/product/46Sizefullshirt.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460040"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746612219/product/46Sizefullshirt.png""}",,
SHFS460039,,men-s-full-sleeve-shirt-light-yellow-with-pink-stripes,Men's Full Sleeve Shirt - Light Yellow with Pink Stripes,"A men's full-sleeve shirt with a light yellow base and subtle pink vertical stripes. The design is neatly folded, showcasing a crisp and clean appearance. The soft, pastel tones create a refined yet casual aesthetic.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746611698/product/M%2841%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460039"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746611698/product/M%2841%29.png""}",,
SHFS460037,,men-s-light-pink-full-sleeve-shirt-with-subtle-vertical-stripes,Men's Light Pink Full Sleeve Shirt with Subtle Vertical Stripes,"This men's full sleeve shirt features a soft light pink color with subtle vertical stripes, offering a refined yet relaxed style. Made from breathable fabric, it provides comfort and versatility, suitable for both casual and semi-formal occasions. The understated design adds a modern touch to a classic wardrobe essential.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746611001/product/M%2839%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460037"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746611001/product/M%2839%29.png""}",,
SHFS460036,,men-s-light-blue-full-sleeve-shirt-with-lined-design,Men's Light Blue Full-Sleeve Shirt with Lined Design,"Elevate your style with this light blue full-sleeve men's shirt, featuring a sophisticated lined texture that adds depth and elegance. The subtle pattern enhances the fabric, making it perfect for both formal and casual occasions. Versatile and timeless, it’s an essential addition to any wardrobe.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746610711/product/M%2838%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460036"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746610711/product/M%2838%29.png""}",,
SHFS460035,,men-s-full-sleeve-shirt-beige-with-brown-vertical-stripes,Men's Full Sleeve Shirt – Beige with Brown Vertical Stripes,"Crafted for the discerning gentleman, this full sleeve shirt features a sophisticated beige hue adorned with elegant brown vertical stripes. Made from premium, breathable fabric, it offers impeccable comfort and a tailored fit. Ideal for refined casual or upscale semi-formal occasions.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746610051/product/M%2837%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460035"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746610051/product/M%2837%29.png""}",,
SHFS460034,,men-s-full-sleeve-light-grey-shirt-subtly-textured-finely-woven-fabric,"Men's Full Sleeve Light Grey Shirt – Subtly Textured, Finely Woven Fabric","This men's full sleeve shirt is crafted from high-quality light grey cotton, featuring a finely woven texture that gives it a clean, understated look. The subtle weave adds depth without overpowering the simplicity of the design, making it a versatile choice for both casual and semi-formal occasions. Lightweight and breathable, it offers all-day comfort with a refined touch.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746601273/product/M%2814%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460034"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746601273/product/M%2814%29.png""}",,
SHFS460033,,men-s-premium-full-sleeve-shirt-navy-blue-with-intricate-white-diamond-print,Men's Premium Full Sleeve Shirt - Navy Blue with Intricate White Diamond Print,"This Men's Premium Full Sleeve Shirt in deep navy blue, featuring an intricate white diamond print. Crafted from high-quality fabric, this shirt offers a perfect balance of style and comfort. The tailored fit and full sleeves provide a sharp, modern silhouette, making it ideal for both formal events and smart-casual outings. Pair it with chinos or denim for a versatile, polished look that stands out with subtle sophistication.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1599,999,600,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746609519/product/M%2835%29.png,[],"{""originalPrice"":""1599.00"",""price"":""999.00"",""discount"":""600.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460033"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746609519/product/M%2835%29.png""}",,
SHFS460032,,men-s-full-sleeve-shirt-blue-geometric-elegance,Men's Full Sleeve Shirt – Blue Geometric Elegance,"This stylish full-sleeve shirt is crafted for the modern man who values both sophistication and fashion. The Blue Geometric Elegance shirt seamlessly combines contemporary design with classic appeal. Featuring bold geometric patterns in a rich blue shade, it delivers a fresh yet polished look that easily shifts from day to evening wear.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1599,999,600,1,show,false,https://res.cloudinary.com/dmtollmup/image/upload/v1746609304/product/M%2834%29.png,[],,,
SHFS460031,,men-s-full-sleeve-maroon-printed-shirt,Men's Full Sleeve Maroon Printed Shirt,"This men's full sleeve shirt from O'Century features a rich maroon hue and a subtle print of white and blue floral motifs, blending classic and contemporary style. Crafted from soft, breathable fabric, it ensures all-day comfort with a tailored, modern fit. Perfect for both casual and refined occasions, this shirt adds effortless sophistication to any wardrobe.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746608997/product/M%2833%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460031"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746608997/product/M%2833%29.png""}",,
SHFS460030,,men-s-full-sleeve-shirt-timeless-polka-dot-refinement,Men's Full-Sleeve Shirt – Timeless Polka Dot Refinement,"This men's full-sleeve shirt blends timeless elegance with a modern touch, featuring a crisp white fabric adorned with delicately spaced polka dots in soft hues of light blue, pink, and red. The design exudes understated charm, offering a perfect balance of sophistication and casual appeal. Crafted for both comfort and style, it’s an essential piece for versatile dressing, from refined outings to relaxed moments.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746608694/product/M%2832%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460030"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746608694/product/M%2832%29.png""}",,
SHFS460029,,black-men-s-full-sleeve-shirt-with-print,Black Men's Full Sleeve Shirt with Print,"This shirt features a refined printed design that seamlessly combines intricate floral and geometric patterns, creating a look that's both contemporary and classic. Its versatile style effortlessly transitions from casual to formal, making it the perfect choice for the office, relaxed gatherings, or evening events. The sophisticated design adds a touch of elegance to any occasion, ensuring you stand out with effortless charm.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746608430/product/M%2831%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460029"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746608430/product/M%2831%29.png""}",,
SHFS460027,,classic-plain-full-sleeve-white-shirt-a-timeless-blend-of-style-comfort-and-simplicity,"Classic Plain Full-Sleeve White Shirt – A Timeless Blend of Style, Comfort, and Simplicity","The Classic Plain Full-Sleeve White Shirt offers a timeless, minimalist design with unmatched comfort. Made from high-quality fabric, it’s perfect for both relaxed and professional settings, providing a versatile, elegant look that never goes out of style.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746608001/product/M%2829%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460027"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746608001/product/M%2829%29.png""}",,
SHFS460026,,men-s-white-full-sleeve-shirt-refined-textured-checkered-elegance,Men's White Full Sleeve Shirt – Refined Textured Checkered Elegance,"This shirt showcases a sophisticated woven checkered texture, elevating the timeless white fabric with subtle depth and dimension. The structured collar and impeccably stitched button-down front deliver a sharp, refined appearance, while the chest pocket seamlessly combines both style and practicality. Perfectly suited for formal events, professional settings, and elevated casual looks, this versatile piece effortlessly marries classic craftsmanship with contemporary elegance.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746599236/product/M%287%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460026"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746599236/product/M%287%29.png""}",,
SHFS460025,,men-s-deep-navy-blue-white-checkered-full-sleeve-shirt,Men's Deep Navy Blue & White Checkered Full Sleeve Shirt,"This men's shirt features a deep navy blue base with a sharp white checkered pattern, offering a perfect blend of casual and semi-formal appeal. The classic collar, white buttons, and embroidered pocket detail enhance its refined, premium finish, making it a versatile and stylish wardrobe essential.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746607482/product/M%2827%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460025"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746607482/product/M%2827%29.png""}",,
SHFS460024,,men-s-teal-blue-checkered-cotton-full-sleeve-shirt,Men's Teal & Blue Checkered Cotton Full Sleeve Shirt,"This premium checkered shirt boasts a crisp white base highlighted by teal and blue checks, creating a perfect fusion of timeless elegance and contemporary style. Crafted from breathable fabric, it ensures comfort throughout the day. The classic checkered design adds versatility—ideal for pairing with chinos for a smart casual look or layering under a blazer for a polished, sophisticated appearance.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746607261/product/M%2826%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460024"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746607261/product/M%2826%29.png""}",,
SHFS460023,,prestige-men-s-full-sleeve-checkered-cotton-shirt-crisp-white-black,Prestige Men's Full Sleeve Checkered Cotton Shirt – Crisp White & Black,"This shirt features a crisp white base paired with a bold black checkered pattern, offering a striking yet sophisticated look. The sharp contrast between the two colors adds modern flair, while the clean lines maintain a timeless elegance. It's versatile enough for both casual and semi-formal settings, exuding effortless style.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746606985/product/M%2825%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460023"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746606985/product/M%2825%29.png""}",,
SHFS460020,,men-s-deep-navy-blue-full-sleeve-checkered-shirt,Men's Deep Navy Blue Full Sleeve Checkered Shirt,"Crafted from soft, breathable cotton, this men's deep navy blue checkered shirt offers exceptional comfort and style. The bold checkered pattern and classic button-down design add a refined touch, perfect for both casual and semi-formal occasions. With its full sleeves and versatile look, this shirt effortlessly pairs with jeans or chinos for a polished, sophisticated appearance.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746606198/product/M%2822%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460020"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746606198/product/M%2822%29.png""}",,
SHFS460019,,men-s-blue-checkered-full-sleeve-shirt-with-white-and-dark-blue-pattern,Men's Blue Checkered Full-Sleeve Shirt with White and Dark Blue Pattern,"This men's full-sleeve checkered shirt showcases a bold blue pattern with crisp white and deep dark blue accents. Crafted from soft, airy fabric, it combines ultimate comfort with refined style. The classic button-down design and full sleeves deliver a sharp, polished look, making it the perfect choice for both casual and semi-formal occasions.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746605940/product/M%2821%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460019"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746605940/product/M%2821%29.png""}",,
SHFS460018,,men-s-full-sleeve-cotton-shirt-cool-toned-light-blue-checkered-pattern,Men's Full Sleeve Cotton Shirt – Cool-Toned Light Blue Checkered Pattern,"Crafted from premium, lightweight cotton, this Men's Full Sleeve Shirt offers exceptional breathability and all-day comfort. The subtle plaid pattern in light blue and white creates a refined checkered effect, adding a modern yet timeless touch to your look. Perfect for both casual and polished occasions, it effortlessly combines style and versatility.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1599,999,600,1,show,false,https://res.cloudinary.com/dmtollmup/image/upload/v1746603086/product/M%2819%29.png,[],,,
SHFS460017,,men-s-lavender-textured-cotton-long-sleeve-shirt-smooth-elegant-finish,Men's Lavender Textured Cotton Long Sleeve Shirt – Smooth & Elegant Finish,"This men's shirt features a light purple or lavender color, enhanced by a subtle textured weave that adds depth and visual interest to the fabric. Made from fine cotton, the shirt boasts a smooth, slightly matte finish that feels soft against the skin. The refined texture offers a sophisticated look while maintaining a relaxed, breathable quality. Perfect for those seeking a stylish yet comfortable option, this shirt effortlessly combines elegance with a casual, laid-back charm.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746602889/product/M%2818%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460017"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746602889/product/M%2818%29.png""}",,
SHFS460016,,light-blue-men-s-full-sleeve-cotton-shirt-classic-plain-design,Light Blue Men's Full Sleeve Cotton Shirt – Classic Plain Design,"This Light Blue Men's Full Sleeve Cotton Shirt features a timeless, classic design that effortlessly combines sophistication and comfort. Tailored from high-quality, breathable cotton, it offers a soft, lightweight feel, making it ideal for all-day wear. The light blue hue and versatile full sleeves lend a sophisticated touch, making this shirt perfect for both casual and semi-formal outfits.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746601970/product/M%2817%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460016"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746601970/product/M%2817%29.png""}",,
SHFS460015,,men-s-full-sleeve-shirt-warm-brown-textured-elegance,"Men's Full Sleeve Shirt – Warm Brown, Textured Elegance","The Men's Full Sleeve Shirt in rich warm brown offers sophisticated charm with its textured fabric and tailored fit. Versatile and timeless, it pairs effortlessly with both tailored trousers and casual denim. Perfect for business meetings, casual evenings, or weekend events, this shirt combines style, comfort, and lasting elegance.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746601710/product/M%2816%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460015"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746601710/product/M%2816%29.png""}",,
SHFS460013,,men-s-gray-textured-cotton-full-sleeve-shirt,Men's Gray Textured Cotton Full-Sleeve Shirt,"The Men's Gray Textured Cotton Full-Sleeve Shirt combines comfort and style with its soft, breathable cotton fabric. Featuring a sophisticated textured pattern, this shirt offers a modern, versatile look perfect for both casual and semi-formal occasions. Its tailored fit and full sleeves create a sharp, polished appearance, making it an essential addition to any wardrobe.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746609824/product/M%2836%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460013"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746609824/product/M%2836%29.png""}",,
SHFS460012,,sky-blue-men-s-full-sleeve-shirt-textured-elegance,Sky Blue Men's Full Sleeve Shirt – Textured Elegance,"This sky blue full-sleeve men’s shirt combines sophistication with a relaxed vibe. The finely woven textured fabric adds subtle depth, creating a refined yet approachable look. Perfect for any occasion, it offers a tailored fit that ensures both style and comfort.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1599,999,600,1,show,false,https://res.cloudinary.com/dmtollmup/image/upload/v1746601029/product/M%2813%29.png,[],,,
SHFS460011,,classic-textured-men-s-shirt-light-blue-full-sleeves,"Classic Textured Men's Shirt – Light Blue, Full Sleeves","Refined and versatile, this light blue full-sleeve men's shirt features a finely woven texture that adds depth and character without overwhelming the look. The subtle pattern is woven directly into the fabric—neither printed, lined, plain, nor checkered—offering a sophisticated alternative to traditional styles. Crafted for comfort and a tailored fit, it's ideal for both professional and smart-casual settings.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1599,999,600,1,show,false,https://res.cloudinary.com/dmtollmup/image/upload/v1746600746/product/M%2812%29.png,[],,,
SHFS460010,,men-s-premium-textured-cotton-shirt-light-blue-full-sleeve,"Men’s Premium Textured Cotton Shirt – Light Blue, Full Sleeve","Crafted from premium textured cotton, this full-sleeve light blue shirt offers a perfect blend of comfort and sophistication. The subtle texture adds depth, while the tailored fit ensures a sharp, modern silhouette. Ideal for both professional settings and refined casual wear.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1599,999,600,1,show,false,https://res.cloudinary.com/dmtollmup/image/upload/v1746600443/product/M%2811%29.png,[],,,
SHFS460009,,men-s-classic-full-sleeve-rich-cream-shirt,Men's Classic Full Sleeve Rich Cream Shirt,"The Men's Classic Full Sleeve Rich Cream Shirt is a timeless wardrobe staple designed for comfort and versatility. Crafted from high-quality fabric, this shirt offers a soft, smooth feel against the skin, making it ideal for both casual and formal settings. The rich cream color exudes sophistication and pairs effortlessly with a wide range of trousers, jeans, or even chinos.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1599,999,600,1,show,false,https://res.cloudinary.com/dmtollmup/image/upload/v1746600183/product/M%2810%29.png,[],,,
SHFS460008,,men-s-white-cotton-full-sleeve-shirt-a-classic-and-timeless-essential,Men's White Cotton Full-Sleeve Shirt – A Classic and Timeless Essential,"This Men's White Cotton Full-Sleeve Shirt combines classic style with timeless appeal. Crafted from soft, breathable cotton, it offers all-day comfort while maintaining a sharp, refined look. Its versatile design makes it perfect for both casual and formal occasions. Whether you're dressing up for a meeting or going for a smart-casual outing, this shirt is a wardrobe staple that pairs effortlessly with jeans, chinos, or dress trousers.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746599940/product/M%289%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460008"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746599940/product/M%289%29.png""}",,
SHFS460007,,classic-elegance-men-s-pristine-white-full-sleeve-shirt,Classic Elegance: Men's Pristine White Full Sleeve Shirt,"Discover the epitome of refined style with our Men's Pristine White Full Sleeve Shirt. Crafted from premium, lightweight, and ultra-soft fabric, it boasts a perfectly tailored fit that ensures both comfort and sophistication. Ideal for everything from boardroom meetings to weekend outings, this shirt delivers a timeless, versatile look that effortlessly elevates your wardrobe. Embrace a polished, effortlessly stylish appearance with every wear.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746599591/product/M%288%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460007"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746599591/product/M%288%29.png""}",,
SHFS460006,,men-s-white-full-sleeve-shirt-a-perfect-blend-of-timeless-elegance-and-modern-style,Men's White Full-Sleeve Shirt – A Perfect Blend of Timeless Elegance and Modern Style,"This Men’s White Full-Sleeve Shirt combines timeless elegance with modern style, crafted from high-quality, breathable fabric for ultimate comfort. Its tailored fit and pristine white color make it perfect for both formal and casual occasions. A versatile wardrobe essential for every modern man.",46 cm / XXXL - Full Sleeve Shirt,"Home, Men's Cotton Shirt , Full Sleeve Shirt , 46 cm / XXXL - Full Sleeve Shirt",1799,999,800,1,show,true,https://res.cloudinary.com/dmtollmup/image/upload/v1746599236/product/M%287%29.png,[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":1,""barcode"":"""",""sku"":""SHFS460006"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1746599236/product/M%287%29.png""}",,
